type;id;currency_salary;salary_from;salary_to
permanent;arla-power-platform-support-specialist-gdansk;;;
b2b;arla-power-platform-support-specialist-gdansk;;;
permanent;arla-manager-rpa-maintenance-17f59161-0edc-47a5-9496-5bce8bca82af;;;
b2b;mytu-full-stack-developer;eur;4500;7000
b2b;vosbor-qa-test-automation-engineer;eur;3500;4500
permanent;playtika-team-leader-project-manager-radzymin;;;
permanent;volkswagen-poznan-infotainment-display-develop-engineer;;;
permanent;smart-hr-salesforce-technical-architect-krakow;;;
permanent;arla-power-platform-support-specialist-4debce43-9716-4cab-92a6-4e948c27b9aa;;;
b2b;arla-power-platform-support-specialist-4debce43-9716-4cab-92a6-4e948c27b9aa;;;
b2b;capital-com-head-of-it;pln;35000;45000
permanent;capital-com-head-of-it;pln;32000;42000
b2b;webanywhere-sp-z-o-o-sys-admin-devops;pln;11000;16000
permanent;webanywhere-sp-z-o-o-sys-admin-devops;pln;10000;15000
b2b;sente-mlodszy-programista-sql-c-8f6e2bf4-66de-4403-a90d-5d44c876b0b9;pln;7000;8200
permanent;sente-mlodszy-programista-sql-c-8f6e2bf4-66de-4403-a90d-5d44c876b0b9;pln;5700;6700
b2b;unity-group-junior-java-developer-11de88af-a387-4205-830e-ec775acb70d0;pln;7000;13400
permanent;unity-group-junior-java-developer-11de88af-a387-4205-830e-ec775acb70d0;pln;5000;9900
b2b;siepomaga-pl-regular-devops-engineer;pln;13000;19000
permanent;tide-software-sp-z-o-o-administrator-baz-danych;pln;8000;15000
b2b;tide-software-sp-z-o-o-administrator-baz-danych;pln;8000;15000
b2b;sente-mlodszy-programista-sql-c-46a88773-1a92-47bb-b813-966da6cbb840;pln;7000;8200
permanent;sente-mlodszy-programista-sql-c-46a88773-1a92-47bb-b813-966da6cbb840;pln;5700;6700
b2b;htd-senior-fullstack-developer;pln;18000;26000
permanent;htd-senior-fullstack-developer;pln;15000;21700
b2b;sii-solution-architect-e-commerce-sector;;;
permanent;sii-solution-architect-e-commerce-sector;;;
permanent;reply-service-delivery-manager-e397bb40-01d4-460a-b01b-1c70eafbb96e;pln;22000;28000
permanent;qualtrics-software-support-engineer;;;
b2b;s-p-global-backend-devops-engineer;pln;17750;24850
permanent;s-p-global-backend-devops-engineer;pln;15000;21000
permanent;promethean-world-software-engineering-manager;;;
permanent;kpmg-net-developer-a210b6bd-2200-4e77-88b6-d4ffdef07f50;;;
b2b;shelf-technical-customer-success-engineer;usd;7000;9000
b2b;flashcom-java-developer;pln;10000;15000
b2b;inter-cars-s-a-devops-engineer-warszawa;;;
b2b;etteplan-test-automation-engineer-with-python;pln;19200;22400
permanent;kruk-s-a-data-scientist-3d2568f4-788b-42ad-8bcc-7f08876d877e;;;
permanent;q-perior-polska-java-developer-mid-senior-gliwice;;;
b2b;q-perior-polska-java-developer-mid-senior-gliwice;;;
b2b;tietoevry-software-engineer-c-embedded-telco;;;
permanent;tietoevry-software-engineer-c-embedded-telco;;;
b2b;codemask-senior-nodejs-developer-nestjs;pln;18000;29000
b2b;codete-senior-data-engineer-with-python;pln;24000;28000
b2b;solwit-sa-java-developer-bba4907e-ccaa-4e19-8012-c1103d9769b9;pln;14000;18500
permanent;solwit-sa-java-developer-bba4907e-ccaa-4e19-8012-c1103d9769b9;pln;13000;17000
permanent;cpl-poland-senior-test-automation-engineer-java;pln;15000;20000
b2b;solid-bridge-solutions-sp-z-o-o-aws-cloud-engineer-warszawa;;;
permanent;solid-bridge-solutions-sp-z-o-o-aws-cloud-engineer-warszawa;;;
b2b;solid-bridge-solutions-sp-z-o-o-aws-cloud-engineer-5f186fc7-8b8b-47f3-be25-80bd49c69107;;;
permanent;solid-bridge-solutions-sp-z-o-o-aws-cloud-engineer-5f186fc7-8b8b-47f3-be25-80bd49c69107;;;
permanent;solid-bridge-solutions-sp-z-o-o-aws-cloud-engineer;;;
b2b;solid-bridge-solutions-sp-z-o-o-aws-cloud-engineer;;;
b2b;gibbs-hybrid-poland-frontend-developer;pln;25000;37000
permanent;bank-millennium-cloud-architect-warszawa;;;
permanent;mettler-toledo-master-data-specialist-warszawa;;;
permanent;mettler-toledo-business-analyst-software;pln;12000;18000
b2b;plenti-lead-net-developer-0fb67a86-ab38-47c6-97c1-4bc1f64fd391;pln;24000;32000
b2b;j-labs-soa-integration-developer;pln;25600;30500
permanent;medius-dynamics-cpg-solution-manager;;;
b2b;medius-dynamics-cpg-solution-manager;;;
permanent;quarticon-sa-app-developer;pln;15000;19000
permanent;hempel-paints-database-administrator;;;
permanent;quarticon-sa-mid-php-developer;pln;13000;18000
mandate_contract;whirly-junior-it-administrator;;;
b2b;whirly-junior-it-administrator;;;
permanent;polska-press-sp-z-o-o-full-stack-developer-231a6bb4-c138-4ecf-b1e6-327eb148047b;;;
b2b;polska-press-sp-z-o-o-full-stack-developer-231a6bb4-c138-4ecf-b1e6-327eb148047b;;;
b2b;datawalk-2nd-line-support-specialist;pln;9000;12000
b2b;itds-net-developer-e307f79e-a345-40b7-8d98-a8b132ae94eb;pln;23000;28000
permanent;wipro-oracle-app-finance-functional-consultant;;;
b2b;superdevs-senior-full-stack-developer-remote;pln;23000;28000
b2b;schibsted-fullstack-developer-8fac468f-a669-44de-a9f6-cb2f14b57dfa;pln;16200;21600
permanent;schibsted-fullstack-developer-8fac468f-a669-44de-a9f6-cb2f14b57dfa;pln;13500;17000
b2b;shoper-s-a-senior-php-developer;pln;11000;18000
permanent;shoper-s-a-senior-php-developer;pln;9000;16000
b2b;optimo-development-frontend-web-game-developer-1340d8db-2a64-4e2c-8011-b600568635d6;pln;15000;20000
b2b;efinity-react-frontend-developer-100-remote;pln;26000;30000
b2b;t-mobile-polska-s-a-tibco-developer-warszawa;;;
permanent;img-arena-product-designer;pln;13000;14000
permanent;ing-poland-hubs-sas-developer-warszawa;;;
b2b;hays-poland-senior-devops-engineer-c627c66d-1fef-44c7-9b40-da0b923da5ae;pln;36000;38500
b2b;pwc-polska-mlodszy-analityk-it;;;
permanent;pwc-polska-mlodszy-analityk-it;;;
b2b;emagine-polska-solution-architect-warszawa;pln;30240;35280
permanent;reply-service-delivery-manager;pln;22000;28000
permanent;mangopay-devops-engineer;pln;22000;28000
b2b;dahliamatic-sp-z-o-o-angular-developer-warszawa;pln;20000;38000
b2b;dahliamatic-sp-z-o-o-senior-java-cloud-developer-e6fc636b-26a4-4256-8069-60624c0978e2;pln;24000;40000
b2b;nanores-software-embedded-c-c;pln;13200;17100
permanent;nanores-software-embedded-c-c;pln;12000;16000
permanent;thyssenkrupp-group-services-gdansk-sharepoint-consultant-gdansk;;;
permanent;ing-poland-hubs-sas-developer-data-engineer-warszawa;;;
b2b;brainly-senior-front-end-engineer;pln;17000;28000
permanent;brainly-senior-front-end-engineer;pln;17000;28000
b2b;superdevs-senior-vue-developer-vue-storefront;pln;23520;28560
permanent;mbank-ml-programista-ka-etl-ipc-sql;;;
permanent;hardware-direct-mid-programista-c-warszawa;pln;15000;20000
b2b;rumble-fish-software-development-c-developer;pln;12000;18000
permanent;barry-callebaut-ssc-europe-sp-z-o-o-senior-business-analyst-salesforce;;;
permanent;sport-vision-technology-devops-administrator-d5658049-c417-4d43-85b1-b128e5b0c6cd;pln;8000;14000
permanent;wipro-project-manager-netsuite-erp;;;
b2b;operator-chmury-krajowej-senior-compliance-specialist;;;
permanent;operator-chmury-krajowej-senior-compliance-specialist;;;
permanent;nov-network-engineer;;;
b2b;verestro-sa-ios-developer;pln;13000;20000
permanent;exadel-poland-sp-z-o-o-senior-node-js-ruby-on-rails-developer;pln;20000;24000
b2b;exadel-poland-sp-z-o-o-senior-node-js-ruby-on-rails-developer;pln;20000;24000
b2b;codibly-senior-java-developer-project-based-krakow;pln;16800;25200
b2b;sigma-software-devops-engineer-real-time-analytics-sme;;;
b2b;connectis-mlodszy-administrator-lan-wan;pln;7500;10000
permanent;mbank-inzynier-ka-devops-linux-docker-k8s;;;
permanent;kerry-logistics-it-support-erp;;;
b2b;harman-connected-services-feature-test-engineer;pln;21300;32000
permanent;harman-connected-services-feature-test-engineer;pln;16000;24000
b2b;kubo-2nd-line-it-support;pln;8000;10000
b2b;finteum-full-stack-engineer-product-team-katowice;pln;12000;17000
b2b;itds-bi-developer-warszawa;pln;18000;22000
permanent;polska-press-sp-z-o-o-back-end-developer-8a667b52-a8eb-4728-a7c2-02d6d6fc0e27;;;
b2b;polska-press-sp-z-o-o-back-end-developer-8a667b52-a8eb-4728-a7c2-02d6d6fc0e27;;;
permanent;volkswagen-poznan-koordynator-wdrozenia-it-sap;;;
permanent;krypton-polska-administrator-systemu;pln;9000;13000
b2b;measure-studio-senior-frontend-developer-vue-js;usd;4500;5500
permanent;polska-press-sp-z-o-o-administrator-systemow-7bcab3dc-7a8e-44ed-a297-e0d295886987;;;
b2b;polska-press-sp-z-o-o-administrator-systemow-7bcab3dc-7a8e-44ed-a297-e0d295886987;;;
permanent;sigma-software-senior-c-c-developer-automotive;;;
b2b;sigma-software-senior-c-c-developer-automotive;;;
b2b;connectis-remote-frontend-developer-react;pln;24000;28800
b2b;stonex-poland-senior-servicenow-developer;;;
permanent;stonex-poland-senior-servicenow-developer;;;
b2b;spyrosoft-qml-software-engineer-poland-szczecin;pln;22680;25200
permanent;spyrosoft-qml-software-engineer-poland-szczecin;pln;14800;16650
permanent;ncps-solaris-uj-mlodszy-programista-full-stack-js-python-7edd978d-af68-4a00-a75b-de789fe88e51;;;
b2b;sidnet-developer-unreal-engine-c-krakow;pln;14000;18000
b2b;arla-specialist-edi-and-integration-b05c156d-e5b5-4079-a08c-32f8c5acef59;;;
permanent;arla-specialist-edi-and-integration-b05c156d-e5b5-4079-a08c-32f8c5acef59;;;
b2b;solwit-sa-embedded-developer-0ba560ad-55fb-4263-984c-4eb5102677d7;pln;14000;22000
permanent;solwit-sa-embedded-developer-0ba560ad-55fb-4263-984c-4eb5102677d7;pln;13000;20000
b2b;digitalx-product-manager-product-owner;pln;11000;15000
permanent;digitalx-product-manager-product-owner;pln;11000;15000
permanent;ing-poland-hubs-statistical-programmer-in-credit-risk-warszawa;;;
permanent;randstad-polska-sp-z-o-o-ai-lead-engineer;;;
b2b;primaris-integration-developer-wso2;pln;20000;23500
b2b;happy-team-azure-devops-engineer;pln;27000;34000
b2b;arla-specialist-edi-and-integration-c40a74cf-944f-4c96-bdd1-325c08a8ee0e;;;
permanent;arla-specialist-edi-and-integration-c40a74cf-944f-4c96-bdd1-325c08a8ee0e;;;
b2b;spyrosoft-2nd-line-support-specialist-with-german-wroclaw;pln;7500;13400
permanent;spyrosoft-2nd-line-support-specialist-with-german-wroclaw;pln;6000;10000
b2b;kmd-poland-net-developer-edlund;pln;16000;22500
permanent;calio-group-inc-microsoft-teams-app-chat-bot-developer-warsaw;usd;4500;6500
permanent;prosoma-android-developer;pln;17000;23000
b2b;egnyte-poland-sr-engineering-manager-desktop-app-746583d3-9915-45ff-adcd-49e6234664a4;;;
b2b;going-sp-z-o-o-backend-developer-warszawa;pln;10000;14000
permanent;bank-millennium-specjalista-w-zespole-sieci-lan-wan;;;
permanent;ing-poland-hubs-devops-engineer-in-tribe-accounting-f37deef2-589b-4dc0-b8c6-36bfe73d3636;;;
b2b;apptio-software-development-i;pln;10000;14000
permanent;apptio-software-development-i;pln;8000;13000
b2b;kmd-poland-senior-net-developer-edlund;pln;22500;26400
b2b;grupa-interia-pl-technical-it-project-manager;;;
b2b;smartbear-front-end-engineer-8bc51c53-33ed-4a24-bfb2-d33d51ecb0d9;pln;15000;20000
permanent;smartbear-front-end-engineer-8bc51c53-33ed-4a24-bfb2-d33d51ecb0d9;pln;12000;17000
permanent;ncps-solaris-uj-mlodszy-programista-full-stack-js-python-krakow;;;
b2b;egnyte-poland-sr-engineering-manager-desktop-app-9c4807ca-378f-40e8-9d3c-387eff9cdd54;;;
b2b;grupa-interia-pl-senior-ui-ux-designer;;;
permanent;ligo-headhunters-it-systems-administrator-krakow;pln;8000;15000
b2b;schenkertechnologycenter-warsaw-sp-zo-o-service-manager;;;
permanent;schenkertechnologycenter-warsaw-sp-zo-o-service-manager;;;
b2b;connectis-analityk-systemowy-7ab2e107-8d7c-4b74-9dc9-a0b4868d4e66;pln;25000;27000
b2b;egnyte-poland-sr-engineering-manager-desktop-app-poznan;;;
permanent;devsdata-llc-senior-software-verification-engineer;pln;20000;26000
b2b;connectis-java-developer-ff9a5964-a395-4acd-97b2-879832d37a88;pln;19000;23500
permanent;prosoma-chief-technical-officer;pln;29000;43500
permanent;room-8-group-system-administrator-service-desk;;;
permanent;exatel-s-a-r-d-python-developer-warszawa;pln;15000;18000
b2b;mobile-reality-project-manager;pln;13000;16000
permanent;ncps-solaris-uj-junior-python-developer;;;
b2b;smartbear-senior-front-end-engineer-warszawa;pln;20000;24000
permanent;smartbear-senior-front-end-engineer-warszawa;pln;18000;22000
b2b;emerge-soft-java-engineer;pln;18000;26000
b2b;happy-team-fullstack-net-developer-react-szczecin;pln;23000;30000
b2b;infogain-senior-devops-engineer-with-java;pln;21000;26000
permanent;randstad-polska-sp-z-o-o-ai-mapping-and-localization-engineer;;;
permanent;baltic-hub-container-terminal-it-security-administrator-gdansk;;;
b2b;rainbow-tours-s-a-low-code-developer;pln;8000;11998
permanent;rainbow-tours-s-a-low-code-developer;pln;6000;10000
permanent;randstad-polska-sp-z-o-o-data-solutions-architect;;;
permanent;ligo-headhunters-specjalista-ds-wdrozen-systemow;pln;8000;15000
b2b;survicate-product-designer-1e5649ee-cd90-49dc-85c4-716e753147b1;pln;12000;17000
b2b;profitroom-backend-developer;pln;14000;23000
permanent;profitroom-backend-developer;pln;11000;19000
permanent;mbank-st-inzynier-ka-ds-cloud-governance;;;
b2b;livechat-software-sa-backend-developer-with-golang-wroclaw;pln;16000;30000
b2b;aspire-global-dba;usd;4500;5250
b2b;here-technologies-principal-big-data-engineer;pln;22000;38000
permanent;here-technologies-principal-big-data-engineer;pln;22000;38000
b2b;c-f-s-a-junior-devops-engineer-5a7c4a5c-7f60-4fcb-bd9a-ebb77ccbc6bf;;;
permanent;c-f-s-a-junior-devops-engineer-5a7c4a5c-7f60-4fcb-bd9a-ebb77ccbc6bf;;;
b2b;infogain-senior-software-qa-python;pln;22000;26000
b2b;flying-wild-hog-backend-programmer-7ae4d9d3-1ce9-4c7c-970e-d6b848af1979;;;
permanent;ligo-headhunters-specjalista-ds-wdrozen-systemow-krakow;pln;8000;15000
b2b;codibly-aws-cloud-engineer;pln;23520;33600
b2b;hl-tech-ios-developer;pln;13000;18000
permanent;hl-tech-ios-developer;pln;11000;16000
permanent;bergman-engineering-tester-motoryzacja-e1374758-c3cc-4e1c-9f19-8ef9d6e10bcf;pln;6000;9000
b2b;ewl-powered-by-synchroner-analityk-biznesowy-it;pln;14000;19000
permanent;ewl-powered-by-synchroner-analityk-biznesowy-it;pln;14000;18000
b2b;kitrum-senior-fullstack-angular-typescript-node;usd;4600;5600
permanent;bergman-engineering-junior-tester-z-j-niemieckim;pln;6000;9000
b2b;transition-technologies-systems-mid-devops-engineer-warszawa;pln;18000;24000
permanent;mbank-spec-ds-sys-komunik-i-bezpieczenstwa-it;;;
permanent;altimetrik-poland-program-manager;;;
b2b;altimetrik-poland-program-manager;;;
permanent;schneider-senior-java-fullstack-engineer;;;
b2b;nexio-management-pl-sql-developer-warszawa;pln;12000;18000
permanent;nexio-management-pl-sql-developer-warszawa;pln;10000;13000
b2b;alter-solutions-polska-system-engineer-devops;pln;28560;38640
permanent;alter-solutions-polska-system-engineer-devops;pln;15000;20000
permanent;alab-laboratoria-jr-fullstack-developer-python-react;;;
b2b;alab-laboratoria-jr-fullstack-developer-python-react;;;
permanent;alab-laboratoria-specjalista-ds-it-help-desk-warszawa;;;
b2b;centra-senior-php-engineer;pln;18000;24000
permanent;centra-senior-php-engineer;pln;15000;20000
b2b;robotec-ai-cloud-engineer-mlops;pln;18000;30000
permanent;robotec-ai-cloud-engineer-mlops;pln;12500;25000
permanent;palapa-technologies-senior-strong-middle-frontend-developer;pln;14000;22000
b2b;palapa-technologies-senior-strong-middle-frontend-developer;pln;14000;22000
permanent;krypton-polska-administrator-sieci;pln;9000;13000
b2b;mobile-reality-senior-frontend-developer-react;pln;16000;20000
b2b;dotdata-inc-senior-systems-development-engineer;pln;29666;37083
b2b;startup-development-house-java-developer;pln;8400;16800
permanent;startup-development-house-java-developer;pln;7000;14000
b2b;t-mobile-polska-s-a-cyber-security-expert-pki-pam-area;;;
b2b;startup-development-house-senior-java-developer-warszawa;pln;16800;25200
permanent;startup-development-house-senior-java-developer-warszawa;pln;14000;21000
permanent;asseco-data-systems-inzynier-systemowy-gdansk;;;
b2b;asseco-data-systems-inzynier-systemowy-gdansk;;;
b2b;j-labs-senior-java-fullstack-developer;pln;19500;24000
permanent;endava-gcp-architect;pln;24000;30000
permanent;schenker-technology-center-sp-z-o-o-it-business-analyst;;;
b2b;schenker-technology-center-sp-z-o-o-it-business-analyst;;;
b2b;zepter-it-sp-z-o-o-senior-medior-golang-developer;;;
b2b;smartpatient-support-engineer-mobile-app-warszawa;pln;8800;12100
permanent;assa-abloy-firmware-quality-assurance-engineer-zabierzow;;;
b2b;klika-tech-sp-z-o-o-senior-qa-automation-engineer-iot;pln;18480;25200
permanent;klika-tech-sp-z-o-o-senior-qa-automation-engineer-iot;pln;15000;22000
permanent;affirm-senior-product-manager-trust-safety-krakow;pln;22042;27550
permanent;affirm-senior-product-manager-merchant-pricing-ef31f345-71cc-4c43-8d63-3a65acaf7f6b;pln;22042;27550
b2b;engenious-the-spex-global-rollout-lead;pln;30000;33600
b2b;clurgo-junior-frontend-developer;pln;4200;5880
permanent;wireco-poland-programista-wloclawek;;;
b2b;clurgo-mid-frontend-developer;pln;14280;19320
b2b;schibsted-ios-developer;pln;18600;25800
permanent;schibsted-ios-developer;pln;15500;21000
permanent;goelett-junior-it-specialist;pln;6000;8000
b2b;goelett-junior-it-specialist;pln;6000;8000
b2b;pubnub-support-escalation-engineer-opole;pln;8000;11500
b2b;onwelo-s-a-test-automation-engineer-js-cypress-krakow;pln;12000;23000
permanent;onwelo-s-a-test-automation-engineer-js-cypress-krakow;pln;9000;15000
b2b;onwelo-s-a-test-automation-engineer-js-cypress-wroclaw;pln;12000;19000
permanent;onwelo-s-a-test-automation-engineer-js-cypress-wroclaw;pln;9000;13000
permanent;axa-it-solutions-informatica-developer;pln;14000;18500
b2b;axa-it-solutions-informatica-developer;pln;12000;16000
b2b;operator-chmury-krajowej-data-integration-architect;pln;22000;26000
permanent;operator-chmury-krajowej-data-integration-architect;pln;22000;26000
permanent;si-consulting-administrator-linux-wroclaw;;;
b2b;finanteq-ios-mobile-developer-wroclaw;pln;13500;21800
b2b;wirtualna-polska-media-s-a-backend-developer-go;;;
b2b;sidnet-developer-unreal-engine-c;pln;14000;18000
permanent;falck-it-poland-sp-z-o-o-it-asset-analyst;pln;13500;15000
mandate_contract;falck-it-poland-sp-z-o-o-it-student-assistant;;;
permanent;proservice-finteco-sp-z-o-o-programista-sql;;;
b2b;adform-sp-z-o-o-domain-architect;pln;28560;38976
permanent;adform-sp-z-o-o-domain-architect;pln;25000;34000
permanent;prosoma-ios-developer;pln;17000;23000
b2b;pubnub-support-escalation-engineer-warszawa;pln;8000;11500
b2b;operator-chmury-krajowej-data-engineer;pln;10000;14000
permanent;operator-chmury-krajowej-data-engineer;pln;10000;14000
b2b;oke-poland-application-consultant;;;
permanent;oke-poland-application-consultant;;;
b2b;emagine-polska-cloud-engineer-warszawa;pln;24000;29000
b2b;innovation-software-php-developer-wroclaw;pln;8100;16200
b2b;sigma-it-poland-embedded-developer-wifi-openwrt;pln;17000;24000
permanent;sigma-it-poland-embedded-developer-wifi-openwrt;pln;16000;20000
permanent;s-p-global-associate-software-engineer;pln;10000;13000
b2b;axa-it-solutions-data-devops-engineer;pln;21000;35280
permanent;axa-it-solutions-data-devops-engineer;pln;13000;22000
b2b;htd-health-senior-product-owner;pln;18000;26000
permanent;htd-health-senior-product-owner;pln;15000;21700
permanent;hsbc-service-delivery-solution-architect-krakow;pln;23000;29000
b2b;grenton-sp-z-o-o-qa-automation-engineer;pln;11000;16000
permanent;grenton-sp-z-o-o-qa-automation-engineer;pln;9000;14000
b2b;wipro-sap-roll-out-manager;;;
permanent;wipro-sap-roll-out-manager;;;
permanent;affirm-senior-product-manager-collections-wroclaw;pln;22042;27550
b2b;activerse-app-ios-developer;pln;12000;20000
permanent;goelett-junior-security-engineer;pln;10000;15000
b2b;goelett-junior-security-engineer;pln;11000;15000
b2b;yourcode-atlassian-consultant-tech-business;eur;5400;6250
b2b;yourcode-senior-java-kotlin-developer-warszawa;pln;22000;25000
b2b;llinformatics-fronted-developer-vue-js;pln;11000;15000
permanent;draxlmaier-embedded-software-developer-autosar;;;
b2b;hypatos-ai-senior-backend-engineer-with-java;pln;22000;30000
permanent;jabil-business-systems-analyst;pln;6500;11000
permanent;draxlmaier-embedded-software-tester-c-gliwice;;;
permanent;demant-database-administrator-f0593b67-c3d1-4938-aedb-9e277a019c49;;;
permanent;bec-poland-technical-solution-architect-d365-f-o;;;
b2b;bec-poland-technical-solution-architect-d365-f-o;;;
permanent;draxlmaier-battery-software-developer-gliwice;;;
b2b;setapp-data-engineer;pln;14000;22000
b2b;crodu-senior-test-automation-engineer;pln;18480;25200
b2b;andea-software-consultant-krakow;pln;7500;10000
b2b;maxio-front-end-engineering-manager;pln;25000;35000
b2b;itds-ios-developer-c751b4ca-11aa-4cc9-b893-d79ec0029bbf;pln;20000;24000
permanent;przelewy24-project-manager;;;
b2b;przelewy24-project-manager;;;
b2b;vacationclub-technology-e-commerce-project-manager-warszawa;pln;10000;20000
b2b;sigma-it-poland-data-engineer-medical-industry;pln;21000;23500
permanent;sigma-it-poland-data-engineer-medical-industry;pln;17400;19480
b2b;itds-senior-data-engineer-warszawa;pln;24000;30000
permanent;assa-abloy-cloud-services-developer;;;
b2b;luxdone-net-developer-b9a11d79-54ff-445c-b301-709ac752e8f4;pln;19000;23000
permanent;assa-abloy-android-developer;;;
b2b;eagle-recruitment-infrastructure-architect-with-german;eur;6400;7200
permanent;eagle-recruitment-infrastructure-architect-with-german;eur;5100;5900
permanent;its-international-services-sp-z-o-o-devops-engineer;;;
permanent;s-k-solutions-gmbh-co-kg-it-support-technician-m-f-d;;;
permanent;andersen-devops-engineer-mexico;eur;6800;7800
mandate_contract;falck-it-poland-sp-z-o-o-working-student-it-support-warszawa;;;
b2b;itlt-qa-engineer-5e5ec47f-863d-4b0e-9aa5-7973370376b0;pln;24200;30000
permanent;tietoevry-embedded-sw-engineer-audio-automotive;;;
b2b;tietoevry-embedded-sw-engineer-audio-automotive;;;
b2b;smultron-sp-z-o-o-front-end-wordpress-developer-3228ef0f-4f06-4a85-a1a4-7a53f3e5698d;pln;9000;12000
b2b;sofomo-mobile-dev-flutter-remote-wroclaw-37f6da74-be7f-41cc-982c-2759452a3f09;pln;14000;24000
permanent;sofomo-mobile-dev-flutter-remote-wroclaw-37f6da74-be7f-41cc-982c-2759452a3f09;pln;12000;21000
b2b;softwarehut-sp-z-o-o-sql-developer;pln;11000;17000
b2b;visa-front-end-developer;pln;15000;25000
permanent;visa-front-end-developer;pln;14000;19000
permanent;softsystem-sp-z-o-o-cm-programmer;;;
permanent;alstom-safety-assurance-engineer;;;
permanent;analyx-data-scientist-with-r-poznan;pln;8000;12000
permanent;kpmg-support-engineer-tax-technology;;;
permanent;phoenix-contact-team-leader-senior-c-developer;;;
b2b;axa-it-solutions-databricks-data-engineer-with-python;pln;26880;34440
permanent;axa-it-solutions-databricks-data-engineer-with-python;pln;18000;22000
permanent;concentrix-senior-server-engineer;pln;20000;33000
permanent;eservice-sp-z-o-o-implementations-specialist;;;
b2b;eservice-sp-z-o-o-implementations-specialist;;;
permanent;dsv-iss-it-technical-project-manager-lodz;;;
b2b;applover-product-designer;pln;12000;15000
permanent;applover-product-designer;pln;9600;12100
permanent;atos-postgresql-mysql-database-administrator-krakow;;;
b2b;atos-postgresql-mysql-database-administrator-krakow;;;
b2b;adform-sp-z-o-o-software-engineer-high-load-warszawa;pln;17136;25200
permanent;adform-sp-z-o-o-software-engineer-high-load-warszawa;pln;15000;22000
b2b;spyrosoft-c-c-software-engineer-for-compilers;pln;25200;33600
permanent;randstad-polska-scrum-master-delivery-manager;pln;17000;20000
permanent;dsv-iss-senior-devops-engineer-java-developer-lodz;;;
permanent;dsv-iss-junior-it-specialist-lodz;;;
b2b;t-mobile-polska-s-a-architekt-bi;;;
permanent;atos-postgresql-mysql-database-administrator-warszawa;;;
b2b;atos-postgresql-mysql-database-administrator-warszawa;;;
b2b;adform-sp-z-o-o-senior-software-engineer-big-data;pln;17136;25200
permanent;adform-sp-z-o-o-senior-software-engineer-big-data;pln;15000;22000
b2b;kitrum-big-data-engineer-gdansk;usd;4000;5000
permanent;adform-sp-z-o-o-engineering-manager-high-load-platform;pln;19000;26000
b2b;click-it-group-bi-tech-leader;pln;20000;27000
b2b;finanteq-android-mobile-developer-382ec1dd-f427-4391-be38-2a99fc4afd49;pln;13500;21800
permanent;eo-networks-business-system-analyst-warszawa;;;
b2b;eo-networks-business-system-analyst-warszawa;;;
permanent;concentrix-etl-developer;pln;15000;22000
b2b;wipro-sap-fico-consultant;;;
permanent;wipro-sap-fico-consultant;;;
permanent;pentacomp-systemy-informatyczne-s-a-tester-techniczny-29e3ce09-3bde-47a7-8018-108a4881e680;;;
mandate_contract;pentacomp-systemy-informatyczne-s-a-tester-techniczny-29e3ce09-3bde-47a7-8018-108a4881e680;;;
permanent;reliant-safety-llc-salesforce-developer-administrator-krakow;usd;4500;5000
b2b;innovation-software-junior-php-developer-55c459f0-c4f6-487f-aff4-7b5876bbb369;pln;4000;7000
b2b;emagine-polska-it-developer-axiomsl;pln;25200;28560
permanent;grenton-sp-z-o-o-system-tester;pln;5000;6000
b2b;wipro-sap-sd-consultant;;;
permanent;wipro-sap-sd-consultant;;;
b2b;jolera-senior-it-support-engineer;pln;12000;20000
b2b;onwelo-s-a-senior-java-developer-internal-team-94215c61-3d94-4600-95c4-dd9c98668f4b;pln;14700;25200
b2b;idego-devops-engineer-with-suse-rancher;pln;25000;30000
b2b;bold-pl-product-manager-warszawa;pln;18000;20400
permanent;bold-pl-product-manager-warszawa;pln;15000;17000
permanent;reliant-safety-llc-salesforce-developer-administrator-warszawa;usd;4500;5000
b2b;order-group-senior-python-developer;pln;18000;25000
b2b;tribal-io-senior-back-end-developer;pln;22000;27000
b2b;order-group-senior-react-developer;pln;18000;25000
permanent;schneider-java-fullstack-engineer;;;
b2b;pretius-middle-tester;pln;8400;16800
permanent;pretius-middle-tester;pln;7000;13900
b2b;yourcode-regular-senior-react-native-developer;pln;15000;22000
permanent;yourcode-regular-senior-react-native-developer;pln;15000;22000
b2b;idego-data-analyst-process-mining;pln;20000;30000
b2b;itds-frontend-developer-angular-warszawa;pln;20000;28000
permanent;lingventa-sp-z-o-o-backend-developer;pln;10000;12500
b2b;atipera-team-lead-kotlin-quarkus-backend;pln;30000;40000
permanent;snowflake-research-manager;pln;30000;60000
b2b;northgravity-devops-engineer;pln;18000;25000
permanent;northgravity-devops-engineer;pln;15000;20000
permanent;polskie-sieci-elektroenergetyczne-s-a-starszy-analityk-starsza-analityczka-it-konstancin-jeziorna;;;
permanent;itech-media-engineering-manager-05c87a3c-b3d5-45c4-bac5-b038b720a8d2;;;
permanent;samsung-r-d-institute-poland-software-engineer-javascript;;;
b2b;skillspark-financial-controller-business-analyst;pln;9000;12000
b2b;uniwersytecki-szpital-kliniczny-w-opolu-z-ca-kierownika-centrum-informatycznego-opole;;;
permanent;uniwersytecki-szpital-kliniczny-w-opolu-z-ca-kierownika-centrum-informatycznego-opole;;;
